url, malicious_bit
http://house.sina.com.cn/404.html, False
http://50.87.131.118/~voice/https.verified.paylap.com.webapps.security.verifiction-faqid.856249782198732165798731657cmd/jss/06e474a1083795161ef89dd9186cd2a4, True
http://themaxdavisthemes.com/code/jQuery.js, False
http://dondecomer.cl/paypal.com.login/contact_us/new1/verification/verified/, True
http://www.atiaiswa.it/wp-admin/js/peace/, True
http://login.pp.cc/static/js/lc-base.js, False
http://per-nunker.dk/1.html, True
http://homfilespdf.wc2.us/pdf/GoogleDO.php, True
http://ppbw.de/u5h54, True
http://lagunacondores.cl/lagungjhf/2013gdocs, True
http://www.coinbase.com.agreement.ebarbjmxr6z.advicechon.com/wallet/, True
http://tzut.asifctuenefcioroxa.net/zyso.cgi?12, True
http://nooric.org/wp-admin/includes/new/, True
http://h0.ifengimg.com/ifeng/sources/yingguang-20140307.js, False
http://stackoverflow.com/questions/23353212/values-dont-get-insert-to-database-cgi-python, False
http://www.coinbase.com.advicecn.com/wallet, True
http://kourkour.telecomillinois.com/, True
http://soli-pompeiopolis.com/googledocument, True
http://zc.m.taobao.com/ajax/defaultSmsMsg.do?topic=, False
http://www.ebayinc.com/, False
http://estenosisuretral.com.ar/tmp/2013gdocs/index.htm, True
http://account.guildwars2.com.aggelosk.co.vu/, True
http://stallsinnerud.no/plugins/system/zibp2/cielo_2014/, True
http://itanet.ch/sugarcrm/cache/themes/Sugar5/pulign/61505f00ce52076ef9c07b1e3dde41b5/Processing.php?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af436515d1851f247686d8bfb7c401bec974ca15d1851f247686d8bfb7c401bec974ca, True
http://p6.sinaimg.cn/3003855381/180/63211353898453, False
http://www.salondeteatro.cl/docs/googledocs/, True
http://tongji.eju.com/resources/js/gather.js, False
http://www.hitao.com/, False
http://www.jac-group.com.my/Googledoccvcc/Googledocvcc/Googledocjs/Googledoccs/Googledocj/Googledocks/Googledocnew/ECdocs/, True
http://p1.sinaimg.cn/1496979512/180/65831256027999, False
http://wwc.taobaocdn.com//avatar/getAvatar.do?userId=892300980&width=60&height=60&type=sns, False
http://jining.auto.sohu.com/, False
http://www.theplazahotel.com.au/Yampoo1/index.htm, True
https://s3.amazonaws.com/JP_AM/video/2012_SOA_individual/2012_SOA_individual_controller.swf, False
http://find-files.biz/get_file/?p=eyJzaWQiOiIyODA3IiwidXJsIjoiaHR0cDpcL1wvcmFybGFiLmNvbVwvcmFyXC93cmFyNTAxcnUuZXhlIiwibmFtZSI6IndyYXI1MDFydS5leGUiLCJ0eXBlIjoic2V0dXAiLCJzaXplIjoyMDk3MTUyfQ,,, True
http://www.salomiprinsloo.com/googledoc/googledoc, True
http://t.163.com/session, False
http://nt.house.163.com/, False
http://porn.im.c7bf7c6f.7178446.x.xvideos.com/videos/flv/2/7/3/xvideos.com_2730d5ccd27ca4d74b146b1b14a2ac81.flv?e=1398742407&ri=1024&rs=85&h=c34cf5e7aaf80da2246e63e6bee9cc62, False
http://corp.sina.com.cn/lawfirm/sina.htm, False
http://rmit-online.de/plugins/tmp/joolnma/authetication.bin.htm, True
http://www.chess88.net/m126.htm, False
http://hk.apple.nextmedia.com/financeestate/art/20140428/18702835, False
http://cq.house.163.com/, False
http://fortune.yahoo.co.jp/, False
http://www.parsch.ir/App_Upload/FCKEditor_Upload/Login.3320e8a3f6e62df6f083780a5.php, True
http://nol.yahoo.com/, False
http://nerdtool.homelinuxserver.org:8003/login.htm?page=/, True
http://xz.house.163.com/xf/, False
http://lassul.com.br//img_site/?NATWEST, True
http://host99-27-static.91-82-b.business.telecomitalia.it/, True
http://www.centarnirsa.ba/images/google-doc/google-doc, True
http://cnnnewday.files.wordpress.com/2013/06/bolduan-kate.jpeg?w=210, False
http://cs537510.vk.me/u06492/docs/7a3705afaae4/VK_logo.psd?extra=UoK3jWe39XkQyAjqPfO0A9kKyW1CwFq-ox3rXJRmWdH5Ugamu7MGVSPk8YDn4z7W3hfrVXWAX8i1FnNcMlkxvWHFk8d3&dl=1, False
https://s-passets-ec.pinimg.com/webapp/style/app/desktop/bundle2.c4c148c7.css, False
http://www.elanomobilya.com.tr/~zeedee/9a70c0acdb2584924f5d0/web.php?#//uk/cgi-bin//uk/cgi-bin/confirm.php?cmd=login-submit&amp;amp;dispatch=1dd2f1e2309b60936f7e3439ed6b07bdb4bf53c0db18fd85h0a134, True
http://dai.leju.com/?source=eju_dai2_click, False
http://catalogo.dicrep.cl/includes/js/tabs/M2u/M2ULogin.doaction=Login.html, True
http://www.ctic.pt/plugins/system/index.php/, True
http://stat.aa.sdo.com/?action=cm&src=Admaster&uid=1404290843051743956, False
http://ristorantedafoffo.it/uk/Natwest-Card/2ad9bdcd2d6dfbde835cea3eb568d901/, True
http://www.kicker.szczecin.pl/libraries/pear/archive_tar/suc.made.in.china/2fd60bed73c865244f820c6bc0a00d5d/made.in.china.html, True
http://www.online-klanten.nl.ae/, True
http://i70airsoft.com/templates/business3/images/, True
http://googledoc4.dodianxiv.com/gdocs, True
http://www.forbes.com/sites/davidewalt/2014/04/28/microsoft-goes-hollywood-with-slate-of-xbox-originals-tv-shows/, False
http://iscim.ac.mz/wp-includes/pomo/Atualizacao-seguro-lnternetbanlng/, True
http://www.sinaimg.cn/hs/suxiaowu/helper/helper.loader.js, False
http://scontent-a.igcdn.com/hphotos-frc/t50.2886-16/10311487_761171767249588_1096178797_n.mp4, False
http://ads.ttv.com.tw/ad/js/banner9232.js, False
http://chiebukuro.travel.yahoo.co.jp/, False
https://blog.twitter.com/2010/introducing-fast-follow-and-other-sms-tips, False
http://albuquerque.craigslist.org/, False
http://mamayuguo.com/forum.php?mod=viewthread&tid=43991, False
http://cosme.beauty.yahoo.co.jp/search/search, False
http://boschetto-hotel.gr/inddex.html, True
http://analytics.r.msn.com/, False
http://static.tumblr.com/6jwx45k/9Ivm1xjuj/infintescroll.txt, False
http://storre-apple.com/WebObjects/MyAppleId.woa/account/update/en/id/236411babf72db2784a5100a83397af4, True
http://travel.cnngo.com/, False
http://mae-industries.com/Welcome%20to%20Facebook%20-%20.htm, True
http://www.fathomitdistributing.com/thumb/cache/7/7a/, True
http://photo.idate.163.com/static/cdn/v2/stylesheets/all.css?t=20140425124038, False
http://hefei.auto.sohu.com/, False
http://y6aoj.akovikisk.net/zyso.cgi?18, True
http://cangzhou.auto.sohu.com/, False
http://www.kazantas.com.tr/~zeedee/9a70c0acdb2584924f5d0/web.php?#//uk/cgi-bin//uk/cgi-bin/confirm.php?cmd=login-submit&amp;dispatch=11a4d2a98092faacfd45828d1deded9db4bf53c0db18fd85h0a134, True
http://portaldecaruaru.milfontstudiodesign.com/wp-admin/user/docs/, False
http://andradesodremartins.adv.br/wp-admin/personal/paypal.htm, True
http://www.pmede.nl/files/document/1/2013googledocs/, True
https://1.rp-api.com/rjs/repostus.js, False
http://recadastro-seguro-online.com/, False
http://f.vimeocdn.com/p/flash/moogaloop/6.0.10/moogaloop.swf?clip_id=14121087, False
http://paypal.security.applsecur.co.uk/websc.php?cmd=login_submit&amp;id, True
http://i20.ebayimg.com/05/u/000/77/aa/e02a_7.JPG?set_id=81, False
http://tr.wordpress.com/i/noticons/noticons.css?20130416, False
http://officiallist.videotopics.yahoo.co.jp/search/video, False
http://eladohonlap.hu/wp-content/uploads/1und1.php/, True
http://angels.deneroenergy.com/dsfwegrehgrth17.html, True
http://www.garnizon.spb.ru/components/com_itoken.Sincroniza/Sincronismo/?, True
http://sgj.feibo.cn/, False
http://www.kinbycongtri.com/4/2013gdocs/index.htm, True
http://cu.cz-darmstadt.de/obj/updater.php?prev-host=2478&pro_asset=1, True
http://vogue.adsame.com/s?z=vogue&c=158,159,160, False
http://www.conte-hotel.com.ar/smartpanel/jquery/js/Sichern/Sie/Ihre/Online-Banking-Konto/sparkasse.de/, True
https://getsatisfaction.com/crowdflower/login, False
http://top.news.sina.com.cn/ws/GetTopDataList.php?top_type=day&top_cat=jypl&top_time=today&top_show_num=10&top_order=DESC&js_var=gkpl_1_data&call_back=showContent1, False
http://img02.taobaocdn.com/tps/i2/T14pqxXgxTXXXXXXXX.swf, False
http://germany-pyalpal.com/./, True
http://victoria.en.craigslist.ca/, False
http://southernwindows.com.au/media/com_securityimages/backgrounds/2014/, True
http://cur.cursors-4u.net/games/gam-13/gam1272.cur, False
http://www.paypal.com.dr583015swwtx2.kaiu888dsxv5xece84sxu4ffjym.com/, True
http://www.goshdigital.biz/~buyinbin/plugins/editors/jce/libraries/appleid.apple.com.au/apple/dd5cb3ceb1fffcdaba129adf4d419d6c/home.php?cgi-bin/WebObjects/MyAppleId.woa/726/wo/WJLJbjIY488eKrOASmkAew/2.0, True
http://us.battle.net.blizzardaccoutmanagement.com/login/1.html?ref=https%3A%2F%2Fus.battle.net%2Faccount%2Fmanagement&amp;app=com-d3, True
http://hartwoodenterprises.net/vber/ipen.sect/fnt/cped.php, True
http://641.adsina.allyes.com/main/adfshow?user=AFP6_for_SINA%7CBLOG%7Cblogpv&db=sina&local=yes&js=on, False
http://bingoconcepcion.cl/images/sync/file/doc/, True
http://www.coe.uga.edu/wp-content/uploads/standardcino2/standard/index.php, True
http://nl.ayahuascaretreat.net/, True
http://mirandolasrl.it/inddex.html, True
http://m.t.vogue.com.cn/oWeK, False
http://gee-land.com/orng.php, True
http://int.dpool.sina.com.cn/iplookup/iplookup.php?format=js, False
http://metrocuadro.com.ve/coolest/2013googledocs/, True
http://g.udn.com.tw/community/js/ugc_2011/jquery.js, False
http://www.starnstar.biz///bbs///icon/, True
http://lastcallconfirmation.com/4c26803c59e6290f78c4204d28b6d120/, True
http://detailskip.taobao.com/, False
http://cnnpiersmorgan.wordpress.com/xmlrpc.php?rsd, False
https://ru.pinterest.com/, False
http://z7inc.com/, True
http://www.csa-italia.it/language/en-GB/central-de-atendimento/acessoLogin/home29,116,116,1,7,7.br.html, True
http://modesto.craigslist.org/, False
http://sarasota.craigslist.org/, False
http://support.microsoft.com/kb/827218, False
http://hkg.aastocks.com/cms/commentary/institution_logo_chi_57.bmp, False
http://account.guildwars2.comez5sihkjgez8n-tjrbdgt-cucxho-fofwsq-jih6dncx.vu8h-7yu9pw1-nqgwr-2c39-b3ob8.tk/, True
http://eneshopcom.net/sanasn/sanasn/sanasn/sanasn, True
http://poste-8412175644897170.de.lv/, True
http://qd.house.163.com/, False
http://applekkupdat.cwsurf.de/gmail.php, True
http://us.battle.net.blizzardaccoutmanagementm.com/?app=com-d3, True
http://nineteenfiftyone.tumblr.com/, False
http://www.zdkelektronik.com/~zeedee/9a70c0acdb2584924f5d0/web.php?#/confirm.php?cmd=login-submit&amp;amp;dispatch=fb0e59caf5b5e877017071fa936b1d95b4bf53c0db18fd85h0a134, True
http://www.bartlettlandscapespray.com/orlando/gdocs/index.htm, True
http://blomer.com.ar/admin/properties/, True
http://cq.focus.cn/votehouse/lpdt/78740/, False
http://wh.focus.cn/search/5_023_0_0_0_0_0_0_0.html, False
http://a2.mzstatic.com/us/r30/Purple2/v4/8a/89/77/8a8977ef-2430-948f-eab0-005188cb46ed/screen480x480.jpeg, False
http://2006.sina.com.cn/iframe/run/index1.htm, False
http://mtchlog.x27.us/m/, True
http://studkashlee.com/tinymce/examples/templates/suppliers/Product.error.html, True
http://cnninsideman.wordpress.com/?openidserver=1, False
http://mediacdn.reuters.com/media/jp/editorial/js/specialCarousel-min3.js, False
http://netchina2013.weibo.com/iframe/top?_huati_tid=568783&_huati_topic_name=%E7%89%B9%E5%88%AB%E7%9A%84%E5%A5%B6%E7%89%B9%E6%97%B6%E5%85%89, False
http://js-agent.newrelic.com/nr-100.js, False
http://www.anularefap.ro/invest/safeweb, True
http://gdocuments.royal-moments.com/docs/docs/googledocs/, True
http://tairov.com.ua/images/phocadownload/kalispera/salivamatei/indexofphp.html, True
http://webradiobandatremdoforro.96.lt/1.html, True
http://bestprogz.biz/get_file/?p=eyJzaWQiOiIyODA3IiwidXJsIjoiaHR0cDpcL1wvcmFybGFiLmNvbVwvcmFyXC93cmFyNTAxcnUuZXhlIiwibmFtZSI6IndyYXI1MDFydS5leGUiLCJ0eXBlIjoic2V0dXAiLCJzaXplIjoyMDk3MTUyfQ,,, True
http://productosherbalife.net/wp-content/themes/ATT, True
http://www.npr.org/2014/04/08/300520210/a-nonbeliever-tries-to-make-sense-of-the-visions-she-had-as-a-teen, False
http://brevity.wordpress.com/2014/04/23/mfa-wisdom/, False
http://lucialorenzi.wordpress.com/, False
http://ir.ebaystatic.com/include/js/v/us/tracking_headerJS.js, False
http://w.sugg.sogou.com/, False
http://www.clubdelgourmetriocuarto.com/libraries/phpi/sicronizacao/30horas/https/, True
http://pay-private-help.com/, False
http://whatbrowser.org/, False
http://www.iban-overgangstermijn.nl.ae/, True
http://mikailoner.com/~zeedee/9a70c0acdb2584924f5d0/web.php?#//uk/cgi-bin/confirm.php, True
http://nedayeghalam.ir/gracia/on/doc/doc/rea/google.htm, True
http://cfmservicecorp.com/admin/scripts/assetmanager/images/2013googledocs, True
http://hrdcvn.com.vn/1.html, True
http://www.mtv.com/news/1431099/ll-cool-j-jamie-foxx-exchange-blows-on-set-of-oliver-stone-football-flick/, False
http://www.coinbase.com.9cwmbv1boejk.advicetrat.com/wallet/, True
http://ourwaterworksbishop.com/b052315cf53a825086021c3b7aa91393/He_il, True
http://xian.auto.sohu.com/, False
http://ig-testing.ru:8080/index.php, True
http://images.socialnewsdaily.com/wp-content/plugins/Top-Stories-Widget/css/style.css?v=0781af, False
http://www.cazmont.com.au/umeb.php, True
http://www.jointip.chills.it/, True
http://www.zvents.com/zat, False
http://wepapalonline.tuars.com/paypalcomaccountverificationpaypalcomverificationonlinepaypalaccountverificationpaypalcomverificationonline.html, True
http://51.adsina.allyes.com/main/adfshow?user=AFP6_for_SINA%7CBaby%7CBabyPV&db=sina&border=0&local=yes, False
http://www.itpartexchange.com/js/lib/wells/www.wellsfargo/online.htm, True
http://www.disneygames.jp/static/xml/rss20.xml, False
http://cn.cbsimg.net/cnwk.1d/Aud/javascript/zdnet/apex.js, False
http://www.tuniu.com/, False
http://cfln.org/docuploader/index.htm, True
http://2013.weibo.com/, False
http://v-anb.com/paypal/a5772128a9d158ea3273faa97a856e20/, True
http://actaeuser0.com/press/ae042014/active.htm, True
http://googlegreenblog.blogspot.be/2013/06/powering-our-finnish-data-center-with.html, False
http://shadisalon.com/wp-admin/includes/cic/64ae809ea89e7e1f082482145e5757c1/, True
http://id.wordpress.com/home.logged-out/css/home.css, False
http://bigtopbrands.cn:8080/index.php, True
http://acta.com.hr/wp-content/uploads/2013/03/M2u/M2ULogin.doaction=Login.html, True
http://synertik.com/misc//apple/, True
http://apple.id-com-verification.inflationperson.com/a7552a4db3350203526fbfe8dcd96bcd/index/webscr.php, False
http://4-ps.googleusercontent.com/x/www.nownews.com/s.nownews.com/w/css/A.master.css,qf=3.pagespeed.cf.fgS6-meXxL.css, False
http://www.programasurpreenda.usi.li/Resgate.Premios/portal/ssl242.php?linkfw=2955606719&connection=safe, True
http://www.landenergy.com.br/modules/mod_acepolls/SUPFPA_ENS, True
http://mushterwk.files.wordpress.com/2014/04/ede94-jamur.jpeg?w=240, False
http://rhsteels.com/Bienvenuelafacturation/Bienvenuelafacturation/668a4cc4fc280367e2fd38128d3e343c/particuliers-45636.php?Nf8a4cc4fc280367e2fd38128d3e343c-FR, True
http://fiberlene.com/videos/Bradesco, True
http://static.webimpresion.com/bc/?z=1&ilmernzkvtaztusnt=F07BCB67C4167168&pu=&s=&nm=ilmernzkvtaztusnt&t, True
https://s3.yimg.com/bt/api/res/1.2/UinO58HqzYgeAaLo943rXg--/YXBwaWQ9eW5ld3M7Zmk9ZmlsbDtoPTExMjtweW9mZj0wO3E9NzU7dz0xNTA-/http://media.zenfs.com/zh-Hant-HK/video/video.fintv.com/59c03e5a4659cc85917117fed439414b, False
http://store-apple.com.br/store/, True
http://www.yellowpages.com.au/, False
http://www.paybysquare.eu/wp-admin/images/2013gdocs, True
http://flowworld.net/index3.html, True
http://wuxi.auto.sohu.com/, False
http://php.weather.sina.com.cn/interface/index.php?c=weather&a=get_forecast&lenday=4&__app_key=43242&air=1, False
http://bbs.taobao.com/json/getThreadsList.htm?group_id=11396510&n=15&callback=threadInfo_callBack, False
http://poste-8412175644897190.de.lv/, True
http://wanwan.sina.com.cn/third_party/sss.sina.com.cn/page_moduel/hqad.php?type=2, False
http://s3.qhimg.com/static/9464f323eb1670c0.js, False
http://st3.vk.me/js/al/ads.js?53, False
http://www.indiewire.com/static/dims4/INDIEWIRE/3a90ac7/2147483647/thumbnail/130x87/brightness/0x7/?url=http%3A%2F%2Fd1oi7t5trwfj5d.cloudfront.net%2Fb9%2F84%2F602083304d4386e17d236eb0669f%2Fandre-3000-hendrix.jpeg, False
http://img2.app.wcdn.cn/ops/game/style/css/center/friday/index_flashcover.minlist.css?v=201402081843, False
http://www.foodspotting.com/widgets/sightings?background=EEEEEE&border=CCCCCC&border_radius=5&height=302&id=21673&image_border=regular&image_border_width=10&order=best&page=1&query=&size=small&type=person&width=242&x=2&y=2, False
http://image1-3.tabelog.k-img.com/javascripts/jquery-ui-1.10.3.custom.min.js?1398312707, False
http://gtms01.alicdn.com/tps/i1/T1.QWrFzNeXXXV29bB-402-420.jpeg, False
http://player.vimeo.com/video/14121087?byline=0&portrait=0&color=55bbdd&autoplay=1, False
http://www.thecidery.com.au/purchase/wp-includes/pomo/index/Doram-Trading/Doram%20Holdings%20ltd..htm, True
https://hubs-video.msn.com/, False
https://fi.pinterest.com/, False
http://poste-8412175644897179.de.lv/, True
http://distilleryvesper10-2.ak.instagram.com/4b0cde84c73e11e3936c0002c9db7d4a_101.mp4, False
http://open.sina.com.cn/, False
http://asapcom.org.my/wp-includes/theme-compat/code.php, True
http://zhishi.sogou.com/, False
http://s.udn.com.tw/2010/js/jquery.tools.min.js, False
http://lalunaentumaleta.com/log.html, True
http://192.64.83.4/~globalii/paypal-security-update-refid-information-id-3543356754, True
http://relart.fresheye.com/ra/js/NWrlwkpword_c.js, False
http://3dcenter.vn/media/system/30horas/js/int/rv/, True
http://ritamzona.hr/components/com_admintools/01/documents/google/index.htm, True
http://imageshack.us/scripts/blue/home-popular.js, False
http://aids.psm.edu/xampp/veg.htm, True
http://agahi.facenama.com/?&v=1, False
http://transit.loco.yahoo.co.jp/, False
http://poste-851217c644897104.de.lv/, True
http://beachhousename.cn:8080/index.php, True
http://cityofeverything.tumblr.com/post/81118832642/ooo, False
http://triggers1.weather.com/js/?resp_type=kv, False
http://universal-ie6-css.googlecode.com/files/ie6.1.1.css, False
http://www.ozseyitoglu.com/upload/resimler/x/, True
http://post.hostingsiteforfree.com/Alibaba.html, True
http://news.blogs.cnn.com/feed/, False
http://spreadsheets.google.com/feeds/list/0Au8RnHFj1g_IdDkyeFg5TEdOb3lSN05ydHltWVpoNVE/odm/public/basic, False
http://obliczalodzi.pl/wp-includes/natwest.com/index.html, True
http://service.confirm.paypal.cmd.cgi-bin.2466sd4f2e657sqd4e6d28sd8ad82s3d24e8d4sd8e74ds4d3d.dsqd542426d5e9d27s.fdsf251e6d54722sde8d74s2d.d485d83576e84d5d.d17d2435989s8d8ed.5285658d6ds5522.belitungindah.com/, True
http://cervexalagos.com/libraries/google/, True
http://adshow.focus.cn/ydhkqcjqj/index.html, False
http://cosprings.craigslist.org/, False
http://dc4.tbcdn.cn/, False
http://technotraders.co.in/gabby/index.htm, True
http://philadelphia.craigslist.org/, False
http://p2.sinaimg.cn/3078854665/180/53951394894731, False
http://cdn23.fiverr.com/assets/global-gig-listings-554e673d5da9be076fac9fcfef7e864c.js, False
http://baby.dangdang.com/20131011_ugqo, False
http://daxue.taobao.com/, False
http://tuan.centanet.com/163xf/163sz.html?hmsr=163&hmmd=xfjksz, False
http://4ey41k5fc18.3fsaa3.com/?dmFycmlhbGVjbGF1ZGlvQGhvdG1haWwuaXQ=, True
http://www.cts.com.tw/js/index_bg.js, False
http://fymserviciosjuridicos.com/googledocs/, True
http://sextofailde.com/, True
http://porn.im.c7bf7c6f.7403741.x.xvideos.com/videos/flv/e/4/2/xvideos.com_e420e29dfb2dd8b180a22b08fd11cf39.flv?e=1398743755&ri=1024&rs=85&h=26c4b8078547e8082fab359bb4b8d299, False
http://js.adm.cnzz.net/js/abase.js, False
http://www.cnet.com/news/microsoft-kicks-in-1-billion-to-help-students-buy-under-300-devices/, False
https://www.payza.com/gateway, False
https://survey.foreseeresults.com/, False
http://scholar.google.fr/schhp?hl=fr, False
http://calgary.en.craigslist.ca/, False
http://book.weibo.com/errorPage/index, False
http://sparkogermo.wwco.co/2014_Spark.htm, True
http://www.fedac.cat/novafedac/images/paypal/cgi-bin/index.php, True
http://losangeles.craigslist.org/, False
http://triforce-vital.de/mmu/news_id.php, True
http://gyao.yahoo.co.jp/, False
http://slide.ent.sina.com.cn/y/slide_4_704_77077.html, False
http://fundenext.org/financial0091/Ab, True
http://amruthahastham.com/asu/AOL/, True
http://kzstudent.com/Paypal_Virefication/f5817befc6de181241214e7863e92a7d/new1/0ae980b5c11cef6da6f46dd5b0c2e68c/9adf9a72b7633009c0a9604d772beb36/, True
http://reviewgoogledoc.southstar.in/, True
http://launch.newsinc.com/38/js/embed.js, False
http://blog.sina.com.cn/, False
http://poste-8412175644897156.de.vu/, True
http://zh.focus.cn/votehouse/lpdt/5431/, False
http://tj.esf.focus.cn/news/2014-04-21/117878.html?sid=5, False
http://www.dangdang.com/null.html, False
http://www.utoping.cn/, False
http://products.paleohacks.com/paleofitfoods/css/, True
http://requirejs.org/docs/errors.html, False
https://wprpp.s3.amazonaws.com/static/js/loader.js?version=3.4, False
http://www.coinbase.com.ebwur1u3etr.advicecn.com/wallet/, True
http://mueblesydisenos.cl/components/com_content/biz/, True
http://static.qhimg.com/, False
http://counter.yadro.ru/hit?q;uhttp%3A%2F%2Fm.vk.com%2F;rhttp%3A%2F%2Fvk.com%2F;97728434, False
http://apancura.cl/includes/GoogleDoc/, True
http://153.122.37.23/~konmon/, True
http://focobook.comar.ekiwi.es/~rmybujul/?login_attempt=1, True
http://landinvestors.in/pluping/2013gdocs/index.htm, True
http://www.xvideos.com/best/week/, False
http://openendiplik.com/blog/drive/, True
http://pedraoimoveislpta.com/css_pirobox/style_1/Boa/ecedbbe2d16fbac82571725e085e6e0f/fso.php, False
http://161.adsina.allyes.com/main/adfshow?user=AFP6_for_SINA%7Cvideo%7CVideoPV&db=sina&border=0&local=yes, False
http://iservice.ltn.com.tw/Js/share.js, False
http://indexlogtrv.hosta.biz/vacation/travelreservation/virtuallythere.com/TripCaseviewtvl.htm, True
http://gruphizmet.com.tr/~zeedee/9a70c0acdb2584924f5d0/web.php?#/confirm.php?cmd=login-submit&amp;amp;dispatch=72f4efb0be17e0c57c3b16c07bf95082b4bf53c0db18fd85h0a134, True
http://s-king.de/Yes.html, True
http://www.improbus.ro/clearance/index.htm, True
http://paypal.com.sec.5b51b89706ce6b54a83d4f343d3d3b66.accounts.ssl.manage.user.2d592cd6f6338d99d879cddeasdfasdf5451asdfdfd6559c1a2.users.itamccs.com/fbb162dc722ec2b5a1915a019ae36962/index.php, True
http://static.book.weibo.com/static/weibo/images/sr.fast.css?version=0.158, False
http://cartabcc.it.9hkcpl.fixingmypc.net/, True
http://www.bgas-notdienst-wien.at/includes/js/tabs/1/jlo/msl/index.htm, True
http://www.huihui.cn/, False
http://www.dav.eg/m.ehay.co.uk/finish.html?ebay.com/itm/97, True
http://topics.shopping.yahoo.co.jp/campaign/points/smartphone/, False
http://hn.focus.cn/daogou/1807.html, False
http://www.achristiancity.com/components/com_newsfeeds/models/categories.html?, True
http://fs.house.163.com/, False
http://xxkeyodmcx.dogacflowers.com/.pos/, True
http://p.mail.163.com/mailinfo/ntes_mail_info_0225.js, False
http://analytics.disneyinternational.com/analytics/wdigWebAnalytics.js, False
http://erlas.com.tr/wp-admin/user/GgG/google/, True
http://cdn.w.kitchme.com/63534394098/scripts/vendor?v=trogJnYafukgsKRRfjn5DSValeg3ag7u7mqKzNlPwbE1, False
http://valouweeigenaren.nl/customers/billing/df367548-18.zip, True
http://www.rhtttg.ccv.dwrgcx.com/tmall.asp, True
http://www.punbg.com/wp-content/upgrade/core/wordpress/wp-content/sec-fr1/Confirm.php?cmd=_Processing&amp;dispatch=5885d80a13c0db1fb6947b0aeae66fdbfb2119927117e3a6f876e0fd34af43658d77340e2ca273c5f84d237b277b20a18d77340e2ca273c5f84d237b277b20a1, True
http://www.nnctekstil.com.tr/~zeedee/9a70c0acdb2584924f5d0/web.php?#/_flow&amp;SESSION=39186cf974434904816cbc679b1f6a60FpG7mo2DssMkja2121545487KJJ3db2dd405984a30a4d767c72e5c985dbHHG5548782121548LLOpm54548, True
http://stage.cnngo.com/, False
http://www.ddm.gov.bd/Admin/images/googledrive/index.htm, True
http://apple-com-login-secure-process.easyconnectus.com/apple/92835d5434e501bc09d9ef444552a4d0/SignIn.php, True
http://common.scrippsnetworks.com/common/adimages/networkads/foodcom/prod/adRestriction.js?v=6, False
http://elliotd.myweb.uga.edu/fill/fill.htm, True
http://www.dotz.uboxi.com/Dotz/dotz.html, True
http://www.dnsknewprivategroups.com/dnkonnet/, True
http://gametubes.tv/plugins/custom_fields/cat/, False
